"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a5eb673a-c591-11e3-acd2-03413f76937f","43305",NA,"Pettingill, Jr., Olin S",NA,"female","adult",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1953-05-20",NA,"140","140","1953","5","20","20May1953",NA,NA,NA,"North America | USA | Minnesota | Rice |  |  |  |","North America",NA,NA,NA,"United States","US","Minnesota","Rice",NA,"Northfield","North America | USA | Minnesota | Rice | Northfield",NA,NA,NA,NA,NA,"44.4582672","-93.1616135","WGS84","6128",NA,NA,NA,NA,NA,"O'Neill , Jennifer","1999-10-9","VertNet Georeferencing Guidelines","Topozone.com 1:200,000","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_43305"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a6954ab5-c591-11e3-acd2-03413f76937f","54958","GMS 10448","Kirtland, A.",NA,"female","immature",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1948-08-10",NA,"223","223","1948","8","10","10Aug1948",NA,NA,NA,"North America | USA | Michigan | Livingston |  |  |  |","North America",NA,NA,NA,"United States","US","Michigan","Livingston",NA,"Edwin S. George Reserve","North America | USA | Michigan | Livingston | Edwin S. George Reserve",NA,NA,NA,NA,NA,"42.4563332","-84.0127487","WGS84","1798",NA,NA,NA,NA,NA,"Bolig , Robin","2002-12-3","VertNet Georeferencing Guidelines","Topozone.com 1:50,000, E.S. George Reserve map (1979; grid 1963)","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_54958"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a78b3698-c591-11e3-acd2-03413f76937f","72814",NA,"DE Fish & Wildlife",NA,"male","adult",NA,NA,"native","present","skeleton",NA,NA,NA,NA,NA,NA,NA,"1982-04-26",NA,"116","116","1982","4","26","26Apr1982",NA,NA,NA,"North America | USA | Delaware | Kent |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Kent",NA,"Dover Air Force Base","North America | USA | Delaware | Kent | Dover Air Force Base",NA,NA,NA,NA,NA,"39.1252663","-75.4645729","WGS84","3067",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_72814"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a79b67d4-c591-11e3-acd2-03413f76937f","74421",NA,"unknown",NA,"male","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1983-03-08",NA,"67","67","1983","3","8","08Mar1983",NA,NA,NA,"North America | USA | Florida | Leon |  |  |  |","North America",NA,NA,NA,"United States","US","Florida","Leon",NA,"Tallahassee, ca. 20 mi. N; WCTV tower","North America | USA | Florida | Leon | Tallahassee, ca. 20 mi. N; WCTV tower",NA,NA,NA,NA,NA,"30.6000938","-84.2871093","WGS84","8714",NA,NA,NA,NA,NA,"Gorring , Adam","2009-8-11","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_74421"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7a208df-c591-11e3-acd2-03413f76937f","75069",NA,"Tri-State Bird Rescue",NA,"male","adult",NA,NA,"native","present","skeleton",NA,NA,NA,NA,NA,NA,NA,"1983-04-17",NA,"107","107","1983","4","17","17Apr1983",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"Newark, 3 Km SE; Becks Pond","North America | USA | Delaware | New Castle | Newark, 3 Km SE; Becks Pond",NA,NA,NA,NA,NA,"39.6224827","-75.7087612","WGS84","591",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_75069"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7b3f9d8-c591-11e3-acd2-03413f76937f","76473",NA,"Tri-State Bird Rescue",NA,"female","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1985-07-25",NA,"206","206","1985","7","25","25Jul1985",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"Wilmington, N of","North America | USA | Delaware | New Castle | Wilmington, N of",NA,NA,NA,NA,NA,"39.7687424","-75.5465851","WGS84","5658",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_76473"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7c23da0-c591-11e3-acd2-03413f76937f","77832","TSBR 89-0920","Tri-State Bird Rescue",NA,"unknown","immature",NA,NA,"native","present","skeleton",NA,NA,NA,NA,NA,NA,NA,"1989-06-29",NA,"180","180","1989","6","29","29Jun1989",NA,NA,NA,"North America | USA | Pennsylvania | Delaware |  |  |  |","North America",NA,NA,NA,"United States","US","Pennsylvania","Delaware",NA,"Chadds Ford","North America | USA | Pennsylvania | Delaware | Chadds Ford",NA,NA,NA,NA,NA,"39.8702391","-75.5900788","WGS84","307",NA,NA,NA,NA,NA,"Hasenjager , Matthew","2009-4-10","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_77832"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7c4b0c1-c591-11e3-acd2-03413f76937f","78358","TSBR 88-0911","Tri-State Bird Rescue",NA,"male","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1988-07-11",NA,"193","193","1988","7","11","11Jul1988",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Dewey Beach","North America | USA | Delaware | Sussex | Dewey Beach",NA,NA,NA,NA,NA,"38.6962082","-75.0752508","WGS84","2158",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_78358"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7c714a0-c591-11e3-acd2-03413f76937f","78619","TSBR 90-0999","Tri-State Bird Rescue",NA,"unknown","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1990-07-24",NA,"205","205","1990","7","24","24Jul1990",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"Newark, ca. 1.5 mi. E; Brookside Blvd.","North America | USA | Delaware | New Castle | Newark, ca. 1.5 mi. E; Brookside Blvd.",NA,NA,NA,NA,NA,"39.6676887","-75.7204342","WGS84","669",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_78619"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7ca0539-c591-11e3-acd2-03413f76937f","79206","TSBR 91-1243","Tri-State Bird Rescue",NA,"unknown","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1991-08-02",NA,"214","214","1991","8","2","02Aug1991",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Ellendale, East of","North America | USA | Delaware | Sussex | Ellendale, East of",NA,NA,NA,NA,NA,"38.8070583","-75.3935546","WGS84","5660",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_79206"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7ce0078-c591-11e3-acd2-03413f76937f","79564","TSBR 91-1550","Tri-State Bird Rescue",NA,"male","juvenile",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1991-09-17",NA,"260","260","1991","9","17","17Sep1991",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Fenwick Island","North America | USA | Delaware | Sussex | Fenwick Island",NA,NA,NA,NA,NA,"38.4533","-75.0486","WGS84","16576",NA,NA,NA,NA,NA,"D, C S","2006-11-2","VertNet Georeferencing Guidelines","Fuzzy Gazetteer","verified by curator","used Fenwick Island ISL, extent estimated to be 8.8 mi.  Map scale 1: 100 000.",NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_79564"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7d262aa-c591-11e3-acd2-03413f76937f","80316","TSBR 92-1837","Tri-State Bird Rescue",NA,"male","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1992-09-08",NA,"252","252","1992","9","8","08Sep1992",NA,NA,NA,"North America | USA | Pennsylvania | Chester |  |  |  |","North America",NA,NA,NA,"United States","US","Pennsylvania","Chester",NA,"Landenberg","North America | USA | Pennsylvania | Chester | Landenberg",NA,NA,NA,NA,NA,"39.7764846","-75.7711601","WGS84","5204",NA,NA,NA,NA,NA,"Johnson , Audrey","2009-3-20","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_80316"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7d9595c-c591-11e3-acd2-03413f76937f","82413",NA,"Mikkelsen, Paula M",NA,"female","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1993-04-01",NA,"91","91","1993","4","1","01Apr1993",NA,NA,NA,"North America | USA | Florida | Saint Lucie |  |  |  |","North America",NA,NA,NA,"United States","US","Florida","Saint Lucie",NA,"Fort Pierce, Holiday Pines","North America | USA | Florida | Saint Lucie | Fort Pierce, Holiday Pines",NA,NA,NA,NA,NA,"27.5326293","-80.3759765","WGS84","849",NA,NA,NA,NA,NA,"Emerick , John","2009-7-9","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_82413"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7d9cb98-c591-11e3-acd2-03413f76937f","82522","TSBR 95-1564","Tri-State Bird Rescue",NA,"female","adult",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1995-07-05",NA,"186","186","1995","7","5","05Jul1995",NA,NA,NA,"North America | USA | Pennsylvania | Chester |  |  |  |","North America",NA,NA,NA,"United States","US","Pennsylvania","Chester",NA,"Coatesville, Frog Hollow Road","North America | USA | Pennsylvania | Chester | Coatesville, Frog Hollow Road",NA,NA,NA,NA,NA,"39.9389616","-75.8135605","WGS84","1377",NA,NA,NA,NA,NA,"Johnson , Audrey","2009-3-20","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_82522"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7d9d208-c591-11e3-acd2-03413f76937f","82526","TSBR 95-2274","Tri-State Bird Rescue",NA,"male","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1995-08-21",NA,"233","233","1995","8","21","21Aug1995",NA,NA,NA,"North America | USA | Delaware | New Castle |  | Brandywine River |  |","North America","Brandywine",NA,NA,"United States","US","Delaware","New Castle",NA,"-","North America | USA | Delaware | New Castle | Brandywine River | -",NA,NA,NA,NA,NA,"39.5655709","-75.5966946","WGS84","3005",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_82526"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7dcadb3-c591-11e3-acd2-03413f76937f","83077",NA,"Bush, W. D.",NA,"unknown","adult",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1880-04-16",NA,"107","107","1880","4","16","16Apr1880",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Rehoboth Beach","North America | USA | Delaware | Sussex | Rehoboth Beach",NA,NA,NA,NA,NA,"38.7208333","-75.0763889","WGS84","2577",NA,NA,NA,NA,NA,"Buitrago , Cesar","2005-5-27","VertNet Georeferencing Guidelines","Alexandria Digital Library Gazetteer","verified by curator","used Rehoboth Beach PPL, extent estimated to be 1.6 mi (radius)",NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_83077"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a7dcaff7-c591-11e3-acd2-03413f76937f","83078",NA,"Woods, W. S",NA,"unknown","adult",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1879-08",NA,NA,NA,"1879","8",NA,"Aug1879",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"Wilmington, Shellpot Creek","North America | USA | Delaware | New Castle | Wilmington, Shellpot Creek",NA,NA,NA,NA,NA,"39.7347162","-75.5052567","WGS84","244",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_83078"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a80ce87f-c591-11e3-acd2-03413f76937f","83241","TSBR 97-2357","Tri-State Bird Rescue",NA,"male","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1997-09-04",NA,"247","247","1997","9","4","04Sep1997",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Lewes","North America | USA | Delaware | Sussex | Lewes",NA,NA,NA,NA,NA,"38.7744","-75.1397","WGS84","1289",NA,NA,NA,NA,NA,"Buitrago , Cesar","2005-5-27","VertNet Georeferencing Guidelines","Alexandria Digital Library Gazetteer","verified by curator","used Lewes PPL, extent estimated to be 0.8 mi (radius)",NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_83241"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a80e0587-c591-11e3-acd2-03413f76937f","83333",NA,"Haldeman, William S",NA,"female","adult",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1998-05-17",NA,"137","137","1998","5","17","17May1998",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"0.5 mi. N Winterthur, Somero Drive","North America | USA | Delaware | New Castle | 0.5 mi. N Winterthur, Somero Drive",NA,NA,NA,NA,NA,"39.8131162","-75.6150448","WGS84","56",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_83333"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a80e0d7c-c591-11e3-acd2-03413f76937f","83337",NA,"Bush, W. D.",NA,"unknown","adult",NA,NA,"native","present","skin",NA,NA,NA,NA,NA,NA,NA,"1880-07-15",NA,"197","197","1880","7","15","15Jul1880",NA,NA,NA,"North America | USA | Delaware | Sussex |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","Sussex",NA,"Rehoboth Beach","North America | USA | Delaware | Sussex | Rehoboth Beach",NA,NA,NA,NA,NA,"38.7208333","-75.0763889","WGS84","2577",NA,NA,NA,NA,NA,"Buitrago , Cesar","2005-5-27","VertNet Georeferencing Guidelines","Alexandria Digital Library Gazetteer","verified by curator","used Rehoboth Beach PPL, extent estimated to be 1.6 mi (radius)",NA,NA,NA,NA,NA,"Butorides virescens virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","virescens","subspecies",NA,NA,"ICZN","dmnh_83337"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a8150997-c591-11e3-acd2-03413f76937f","83620","TSBR 99-2435","Tri-State Bird Rescue",NA,"female","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"1999-08-26",NA,"238","238","1999","8","26","26Aug1999",NA,NA,NA,"North America | USA | Delaware | New Castle |  |  |  |","North America",NA,NA,NA,"United States","US","Delaware","New Castle",NA,"Newark, Old Possum Hollow Road","North America | USA | Delaware | New Castle | Newark, Old Possum Hollow Road",NA,NA,NA,NA,NA,"39.7146478","-75.7324076","WGS84","508",NA,NA,NA,NA,NA,"Millen, Bradley G.","2009-10-21","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_83620"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a81d1aa0-c591-11e3-acd2-03413f76937f","84445","TSBR 00-1475","Tri-State Bird Rescue",NA,"unknown","immature",NA,NA,"native","present","skeleton | wing",NA,NA,NA,NA,NA,NA,NA,"2000-06-28",NA,"180","180","2000","6","28","28Jun2000",NA,NA,NA,"North America | USA | Maryland | Caroline |  |  |  |","North America",NA,NA,NA,"United States","US","Maryland","Caroline",NA,"Denton","North America | USA | Maryland | Caroline | Denton",NA,NA,NA,NA,NA,"38.8846","-75.8272","WGS84","1024",NA,NA,NA,NA,NA,"Tuck, Robert G.","2007-2-16","VertNet Georeferencing Guidelines","USGS Denton Quad (TopoZone - 1:24,000)","verified by curator","Named place",NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_84445"
"specimen","http://biocol.org/urn:lsid:biocol.org:col:34940","http://grbio.org/cool/ywsm-eq6q","DMNH","Bird","Delaware Museum of Natural History (DMNH) Bird Collection",NA,"PreservedSpecimen",NA,NA,"a81d7812-c591-11e3-acd2-03413f76937f","84523","TSBR 94-0265","Tri-State Bird Rescue",NA,"female","adult",NA,NA,"native","present","skeleton",NA,NA,NA,NA,NA,NA,NA,"1994-04-20",NA,"110","110","1994","4","20","20Apr1994",NA,NA,NA,"North America | USA | Delaware | New Castle |  | Delaware River |  | Pea Patch Island","North America","Delaware River",NA,"Pea Patch","United States","US","Delaware","New Castle",NA,"Delaware City, east of;","North America | USA | Delaware | New Castle | Pea Patch Island | Delaware River | Delaware City, east of;",NA,NA,NA,NA,NA,"39.5898361","-75.571823","WGS84","1290",NA,NA,NA,NA,NA,"Woods, Jean L.","2011-2-3","VertNet Georeferencing Guidelines","BioGeomancer","verified by curator",NA,NA,NA,NA,NA,NA,"Butorides virescens","Ciconiiformes | Ardeidae | Butorides","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,"species",NA,NA,"ICZN","dmnh_84523"
