"","barcodevalue","basisofrecord","bed","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","country","countrycode","county","datecollected","datemodified","dqs","earliestageorloweststage","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","gbif_cannonicalname","gbif_genus","gbif_specificepithet","gbif_taxonid","genus","latitude","longitude","group","hasImage","highertaxon","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","recordnumber","recordset","name","specificepithet","stateprovince","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody","prov","inst_cat"
"11",NA,"preservedspecimen",NA,"13140","aves","birds","urn:lsid:biocol.org:col:34958",NA,"sdf",NA,"north america","united states","usa","williamson",1994-05-15 00:00:00,"2015-02-21T16:44:34.265000+00:00","0.433333333333333",NA,NA,NA,NA,"52695ffd63699c0f79daf4a75f433a3b2a6c668f","1994-05-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae |  | butorides",NA,NA,"tcwc","urn:lsid:biocol.org:col:34844",NA,"animalia",NA,NA,NA,NA,NA,"georgetown",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:tcwc:birds:13140","pelecaniformes","chordata","001","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","butorides virescens","virescens","texas",NA,"0189d12c-34b0-4abb-85f7-8331c3ea44c4",NA,"usa | texas | williamson | georgetown",NA,NA,"idigbio","tcwc_13140"
"12",NA,"preservedspecimen",NA,"bird-04558","aves","bird",NA,NA,"alex walker; alex walker",NA,"north america","united states","usa","tillamook",1951-09-26 00:00:00,"2015-02-22T04:31:32.962000+00:00","0.416666666666667",NA,NA,NA,NA,"b7d510b2161cf30c21ae22f08d58f0ce1566788a","1951-09-26","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","45.4562159","-123.8440137",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"tillamook",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-04558","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","oregon",NA,"01b98497-e563-43bf-ae7c-d2cc5ddc3940",NA,"usa | oregon | tillamook | tillamook",NA,NA,"idigbio","psm_bird-04558"
"13",NA,"preservedspecimen",NA,"205508","aves","eggs",NA,NA,"c.b. gray","green heron","north america","united states","usa","refugio",1900-05-21 00:00:00,"2015-03-10T02:10:12.937000+00:00","0.416666666666667",NA,NA,NA,NA,"06640865f87ea85c0af3aff97a5e046b75fb4a20","1900-05-21","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","28.308002","-97.153378",NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205508","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","texas",NA,"021029f5-3e79-419b-8267-cbe1b22f0f32",NA,"usa | texas | refugio",NA,NA,"idigbio","wfvz_205508"
"14",NA,"preservedspecimen",NA,"57-169","aves","birds",NA,NA,"swanson, c. v.","green heron","north america","united states","usa","clark",1957-03-01 19:57:00,"2015-04-09T16:00:25.321000+00:00","0.433333333333333",NA,NA,NA,NA,"10ad620107a0f4ce2e0df3e9b70af4ba107724f6","1957-03-01/1957-03-31","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","aves | ciconiiformes | ardeidae",NA,NA,"crcm","urn:lsid:biocol.org:col:34938",NA,"animalia",NA,NA,NA,NA,NA,"vancouver, clarke co, wash",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:crcm:birds:57-169","pelecaniformes","chordata",NA,"311c3a01-c824-4a85-8771-fcc3f353619b","butorides virescens","virescens","washington",NA,"02bd45e7-5a74-488d-ae57-a345dbc35f57","mar, 1957","north america | united states | washington | clark | vancouver, clarke co, wash",NA,NA,"idigbio","crcm_57-169"
"15",NA,"preservedspecimen",NA,"58-311","aves","birds",NA,NA,"loomis, l. j.","green heron","north america","united states","usa","broome",1958-08-15 00:00:00,"2015-04-09T16:20:20.997000+00:00","0.45",NA,NA,NA,NA,"5e334e95037ea3a80c59a19810b66a384ef0b45d","1958-08-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","42.072138","-76.095448",NA,"FALSE","aves | ciconiiformes | ardeidae",NA,NA,"crcm","urn:lsid:biocol.org:col:34938",NA,"animalia",NA,NA,NA,NA,NA,"susquehanna river, 1 mi sw endicott, broome co, ny",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:crcm:birds:58-311","pelecaniformes","chordata",NA,"311c3a01-c824-4a85-8771-fcc3f353619b","butorides virescens","virescens","new york",NA,"03127ca3-ef62-463a-b6a0-60f11b513d48","15-aug-1958","north america | united states | new york | broome | susquehanna river, 1 mi sw endicott, broome co, ny",NA,NA,"idigbio","crcm_58-311"
"16",NA,"preserved specimen",NA,"21084.0","aves","birds",NA,NA,NA,"green heron",NA,NA,NA,NA,NA,"2014-06-25T20:23:46.823000+00:00","0.233333333333333",NA,NA,NA,NA,"e96e0f66f3f9a4e056bd55fda53c3c133e7866d2",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:21084","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens",NA,NA,"03377082-fe93-4148-8e9a-70c3b184dea9",NA,NA,NA,NA,"idigbio","omnh_21084.0"
"17",NA,"preservedspecimen",NA,"bird-20467","aves","bird",NA,NA,"olympic wildlife rescue; r. d. droker 652",NA,"north america","united states","usa","thurston",1993-08-26 00:00:00,"2015-02-22T04:30:14.694000+00:00","0.416666666666667",NA,NA,NA,NA,"e986972adba17e5ffb398ee11bc5415199886564","1993-08-26","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","46.8217664","-123.0962516",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"rochester",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-20467","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","washington",NA,"0401ea32-f411-491b-a9f1-2c9a4419bd84",NA,"usa | washington | thurston | rochester",NA,NA,"idigbio","psm_bird-20467"
"18",NA,"preservedspecimen",NA,"osum birds b 9020","aves","birds",NA,NA,"hartman, f. a. (frank a.)",NA,"north america","united states","usa",NA,NA,"2015-02-21T10:50:56.857000+00:00","0.266666666666667",NA,NA,NA,NA,"382bbed9db8c87126bba9a70e457857fd6e30bb2",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides","40.2503","-83.0002",NA,"FALSE",NA,"1",NA,"ohio state university - bird division, columbus, oh (osum)",NA,NA,"animalia",NA,NA,NA,NA,NA,"buckeye lake, ohio, usa",NA,NA,NA,NA,NA,NA,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:osum__birds__b__9020","pelecaniformes","chordata",NA,"3b9ecf1e-3c04-4d8b-84cd-9ae48e70e13a","butorides virescens","virescens","ohio",NA,"0406bd32-0f44-40a3-8641-b638f586eae6",NA,NA,NA,NA,"idigbio","ohio state university - bird division, columbus, oh (osum)_osum birds b 9020"
"19",NA,"preservedspecimen",NA,"3806","aves","bird",NA,NA,"lano",NA,"north america","united states","usa","hennepin",1909-08-08 00:00:00,"2015-03-10T10:15:57.217000+00:00","0.4",NA,NA,NA,NA,"ccfdb1e3e16c5c436a8cef8736df65e6ed51386f","1909-08-08","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"minnetonka",NA,NA,NA,NA,NA,NA,NA,"f7840b4e-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","minnesota",NA,"04582ee1-128e-466a-b017-794fad9c6b29",NA,"undefined | usa | minnesota | hennepin | minnetonka",NA,NA,"idigbio","mmnh_3806"
"20",NA,"preservedspecimen",NA,"20056","aves","bird",NA,NA,"ramirez v",NA,"north america","mexico","mex",NA,1964-05-10 00:00:00,"2015-03-10T09:47:38.229000+00:00","0.383333333333333",NA,NA,NA,NA,"ded044ace87daf89bb8fcb8cab09db4a79d130b8","1964-05-10","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"mmnh","http://grbio.org/cool/2060-6rgs",NA,"animalia",NA,NA,NA,NA,NA,"lago catemaco",NA,NA,NA,NA,NA,NA,NA,"f3194768-7e08-11e3-81f0-12313d0829ba","pelecaniformes","chordata",NA,"c778d536-e9d4-422e-8e34-1d74a01f4c48","butorides virescens","virescens","veracruz",NA,"049bc462-a570-4968-80e3-737495074602",NA,"undefined | mexico | veracruz | lago catemaco",NA,NA,"idigbio","mmnh_20056"
"21",NA,"preservedspecimen",NA,"47003","aves","birds",NA,NA,NA,NA,"north america","united states","usa","san diego",1990-09-23 00:00:00,"2015-04-09T21:19:24.364000+00:00","0.4",NA,NA,NA,NA,"4a1be01740b8af76131fb29929784482dd2e74d4","1990-09-23","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","32.8462","-116.916795",NA,"FALSE","butorides",NA,NA,"sdnhm","urn:lsid:biocol.org:col:34836",NA,"animalia",NA,NA,NA,NA,NA,"lakeside",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:sdnhm:birds:47003","pelecaniformes","chordata",NA,"e01c69a9-c561-4e3d-8a2e-cfeeb4d9528e","butorides virescens","virescens","california",NA,"04a5ee4c-46e9-4998-be0b-beeff0ddee7c","9/23/1990","usa | ca | san diego | lakeside",NA,NA,"idigbio","sdnhm_47003"
"22",NA,"preservedspecimen",NA,"bird-11862","aves","bird",NA,NA,"f. f. nyc, jr.",NA,"north america","united states","usa","colorado",1941-05-24 00:00:00,"2015-02-22T04:37:58.721000+00:00","0.416666666666667",NA,NA,NA,NA,"16ad35d010ee50a1d6062e5ab09189ce6abe3571","1941-05-24","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","29.5582409","-96.3352432",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"eagle lake",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-11862","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","texas",NA,"050b1bad-6f32-40a0-a19a-2347baa3c42d",NA,"usa | texas | colorado | eagle lake",NA,NA,"idigbio","psm_bird-11862"
"23",NA,"preservedspecimen",NA,"9413","aves","bird",NA,NA,"rook, w.",NA,"north america","mexico","mex",NA,1962-11-10 00:00:00,"2015-03-10T01:05:23.494000+00:00","0.416666666666667",NA,NA,NA,NA,"f8b1e033e850dcf6c6a970262e58d90cab826407","1962-11-10","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","16.2508238","-92.1334874",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"comitan, hacienda san felipe carrizal",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:9413","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","chiapas",NA,"0523c8a7-03d0-4e2d-83a4-9b907e308c6d","10 nov 1962","north america | mexico | chiapas | comitan, hacienda san felipe carrizal",NA,NA,"idigbio","wfvz_9413"
"24",NA,"preservedspecimen",NA,"205512","aves","eggs",NA,NA,"claude fyfe","green heron","north america","united states","usa","sonoma",1892-05-16 00:00:00,"2015-03-10T01:41:58.834000+00:00","0.433333333333333",NA,NA,NA,NA,"5214f9fa8e36699099f35485eb0c834165465f7a","1892-05-16","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","38.244454","-122.632762",NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"petaluma",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205512","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","california",NA,"05600e89-7aa8-456b-b9f0-3410d050509b",NA,"usa | california | sonoma | petaluma",NA,NA,"idigbio","wfvz_205512"
"25",NA,"preservedspecimen",NA,"205489","aves","eggs",NA,NA,"d.w. raymond","green heron","north america","united states","usa","fairfield",1890-06-17 00:00:00,"2015-03-10T02:04:32.452000+00:00","0.416666666666667",NA,NA,NA,NA,"930886798a6a666268053f907529d65146629acc","1890-06-17","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"darien",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205489","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","connecticut",NA,"063319ff-f60f-48ed-a864-40a0000b6f44",NA,"usa | connecticut | fairfield | darien",NA,NA,"idigbio","wfvz_205489"
"26",NA,"preservedspecimen",NA,"205522","aves","eggs",NA,NA,"turner e. mcmullen","green heron","north america","united states","usa","cape may",1916-05-14 00:00:00,"2015-03-10T00:44:00.517000+00:00","0.416666666666667",NA,NA,NA,NA,"82803331c8389b82ca5697efa844a686914b04ab","1916-05-14","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"stone harbor",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205522","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","new jersey",NA,"06a5fdf4-bd71-4284-b8f4-59ec7a85f9e3",NA,"usa | new jersey | cape may | stone harbor",NA,NA,"idigbio","wfvz_205522"
"27",NA,"preservedspecimen",NA,"11716","aves","bird specimens",NA,NA,"collector(s): j. t. wright",NA,"north america","mexico","mex",NA,1933-09-12 00:00:00,"2015-01-06T22:24:42.486000+00:00","0.383333333333333",NA,NA,NA,NA,"d5f6b2a0c08279b043aa7ecfc4d9673895fcd129","1933-09-12","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","26.816667","-108.533333",NA,"FALSE","animalia chordata aves ciconiiformes ardeidae","1",NA,"mlz","urn:lsid:biocol.org:col:35295",NA,"animalia",NA,NA,NA,NA,NA,"colmoa",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:mlz:bird:11716:392828","pelecaniformes","chordata",NA,"c2e06358-1f9f-463c-843f-446c0a37fbd0","butorides virescens","virescens","sinaloa",NA,"074ed3f5-4274-4d2c-8712-79ee6aa7a9bf","12 sep 1933","colmoa",NA,NA,"idigbio","mlz_11716"
"28",NA,"preservedspecimen",NA,"205537","aves","eggs",NA,NA,"richard f. miller","green heron","north america","united states","usa","cape may",1914-06-07 00:00:00,"2015-03-10T01:09:34.173000+00:00","0.416666666666667",NA,NA,NA,NA,"3f98d12551534e45b3d74655557beaf79889185f","1914-06-07","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"peermont",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205537","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","new jersey",NA,"0786c23e-c40f-4c34-b0d6-d53b65b3d44e",NA,"usa | new jersey | cape may | peermont",NA,NA,"idigbio","wfvz_205537"
"29",NA,"preservedspecimen",NA,"19845","aves","bird",NA,NA,"kiff, lloyd f.",NA,"north america","costa rica","cri",NA,1974-04-13 00:00:00,"2015-03-10T02:30:04.693000+00:00","0.4",NA,NA,NA,NA,"b8d1f5a34391d64da3427093e7debc96c29d4d4a","1974-04-13","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"innocente, 13 km se of la cruz",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:19845","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","guanacaste",NA,"0867f9e4-15b0-4c71-b8e5-4a1a4fe0da70","13 apr 1974","north america | costa rica | guanacaste | innocente, 13 km se of la cruz",NA,NA,"idigbio","wfvz_19845"
"30",NA,"preservedspecimen",NA,"bird-21100","aves","bird",NA,NA,"olympic wildlife rescue; g. w. shugart 2252",NA,"north america","united states","usa","thurston",1994-07-22 00:00:00,"2015-02-22T04:39:55.152000+00:00","0.416666666666667",NA,NA,NA,NA,"ede9f7382f0174a97f8e02655b2a1316f4579177","1994-07-22","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","46.8567663","-122.8529094",NA,"FALSE","aves | ciconiiformes | ardeidae | butorides",NA,NA,"psm","urn:lsid:biocol.org:col:34825",NA,"animalia",NA,NA,NA,NA,NA,"tenino",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:psm:bird:bird-21100","pelecaniformes","chordata",NA,"e6d3c1da-a02f-43a2-a5ef-6a035298b933","butorides virescens","virescens","washington",NA,"08a602cd-bc7c-403e-a44b-efdcc71fadd1",NA,"usa | washington | thurston | tenino",NA,NA,"idigbio","psm_bird-21100"
"31",NA,"preservedspecimen",NA,"45754","aves","bird","urn:lsid:biocol.org:col:34966",NA,"g. w. shugart","green heron","north america","united states","usa","cameron",1988-05-02 00:00:00,"2015-03-12T17:12:53.359000+00:00","0.466666666666667",NA,NA,NA,NA,"55906358e9725ffd077233759e6ac31e419f5b81","1988-05-02","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","29.7533496","-93.7612724",NA,"FALSE","animalia | chordata | aves | ciconiiformes | ardeidae |  | butorides","1",NA,"uwbm","urn:lsid:biocol.org:col:34878",NA,"animalia",NA,NA,NA,NA,NA,"louisiana: cameron parish; 2 mi wsw of johnsons bayou school, hackberry ridge",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:uwbm:bird:45754","pelecaniformes","chordata",NA,"1ea148f3-17d9-4af8-b49f-bb17affe24d8","butorides virescens","virescens","louisiana",NA,"0961fbba-8b5a-4fbf-aa11-f502573bb342","2 may 1988","united states of america | louisiana | cameron |  |  | louisiana: cameron parish; 2 mi wsw of johnsons bayou school, hackberry ridge",NA,NA,"idigbio","uwbm_45754"
"32",NA,"preservedspecimen",NA,"osum birds b 5625","aves","birds",NA,NA,NA,NA,"north america","united states","usa",NA,NA,"2015-02-21T10:57:09.474000+00:00","0.25",NA,NA,NA,NA,"fa19585e770ec6e416e2d8ad24aafb0e298af3ff",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides","40.2503","-83.0002",NA,"FALSE",NA,"1",NA,"ohio state university - bird division, columbus, oh (osum)",NA,NA,"animalia",NA,NA,NA,NA,NA,"waverly, ohio, usa",NA,NA,NA,NA,NA,NA,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:osum__birds__b__5625","pelecaniformes","chordata",NA,"3b9ecf1e-3c04-4d8b-84cd-9ae48e70e13a","butorides virescens","virescens","ohio",NA,"098dccde-f2d0-487c-b981-ee87cbc757f8",NA,NA,NA,NA,"idigbio","ohio state university - bird division, columbus, oh (osum)_osum birds b 5625"
"33",NA,"preservedspecimen",NA,"28777","aves","birds","urn:lsid:biocol.org:col:34962",NA,"unknown",NA,NA,NA,NA,NA,NA,"2015-04-09T18:31:42.598000+00:00","0.316666666666667",NA,NA,NA,NA,"0f004c3852ff92d2473826fbc5b4d9d4065622b1",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","|  |  | ciconiiformes | ardeidae | butorides",NA,NA,"ummz","urn:lsid:biocol.org:col:34917",NA,"animalia",NA,NA,NA,NA,NA,"locality unknown",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:ummz:birds:28777","pelecaniformes","chordata",NA,"4a32531f-1580-499f-bd48-5b0ef4cc5722","butorides virescens","virescens",NA,NA,"0a24a2bf-172b-456d-a422-0c8b815a6684",NA,"unknown | unknown | unknown | unknown",NA,NA,"idigbio","ummz_28777"
"34",NA,"preservedspecimen",NA,"205529","aves","eggs",NA,NA,"w.s. vaughn","green heron","north america","united states","usa","davidson",1918-04-30 00:00:00,"2015-03-10T02:46:31.518000+00:00","0.4",NA,NA,NA,NA,"927c55fb4d2d02820c1b21f3f31099b63902ff9d","1918-04-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ardeidae",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:eggs:205529","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","tennessee",NA,"0a277a72-9422-4be5-b287-7bd78d21f1fe",NA,"usa | tennessee | davidson",NA,NA,"idigbio","wfvz_205529"
"35",NA,"preservedspecimen",NA,"13322","aves","birds","urn:lsid:biocol.org:col:34958",NA,"ms",NA,"north america","united states","usa","williamson",1994-05-15 00:00:00,"2015-02-21T16:59:54.492000+00:00","0.433333333333333",NA,NA,NA,NA,"e9b4f67ffd11ad545cc6e2a3137809b86a34625b","1994-05-15","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","ciconiiformes | ardeidae |  | butorides",NA,NA,"tcwc","urn:lsid:biocol.org:col:34844",NA,"animalia",NA,NA,NA,NA,NA,"georgetown",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:tcwc:birds:13322","pelecaniformes","chordata","001","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","butorides virescens","virescens","texas",NA,"0a7a2b42-a811-45f7-9838-b58505ad2595",NA,"usa | texas | williamson | georgetown",NA,NA,"idigbio","tcwc_13322"
"36",NA,"preservedspecimen",NA,"29841","aves","bird specimens","urn:lsid:biocol.org:col:34950",NA,"collector(s): unknown, natalie a. wright",NA,"north america","united states","usa","cape may county",2008-09-09 00:00:00,"2015-01-07T17:26:28.950000+00:00","0.4",NA,NA,NA,NA,"2b7571c5385cdfe8d7dca5fccd1f93a4a57f3299","2008-09-09","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia chordata aves ciconiiformes ardeidae","1",NA,"msb","urn:lsid:biocol.org:col:34495",NA,"animalia",NA,NA,NA,NA,NA,"cape may point, lighthouse ave/lake lily",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:msb:bird:29841:852138","pelecaniformes","chordata",NA,"011880b9-7697-4626-946f-258a68f754cb","butorides virescens","virescens","new jersey",NA,"0a892cb1-3a11-4651-9a96-56dc8f7198fc","9 september 2008","new jersey, cape may county, cape may point, lighthouse ave/lake lily",NA,NA,"idigbio","msb_29841"
"37",NA,"preservedspecimen",NA,"3354","aves","bird",NA,NA,"colburn, a.e.",NA,"north america","united states","usa","los angeles",1914-05-18 00:00:00,"2015-03-10T02:51:55.063000+00:00","0.433333333333333",NA,NA,NA,NA,"dbe401a7499fe3fc5093cc403af56d0ee2961b86","1914-05-18","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","33.7864951","-118.2933139",NA,"FALSE","ciconiiformes | ardeidae | butorides",NA,NA,"wfvz","urn:lsid:biocol.org:col:34967",NA,"animalia",NA,NA,NA,NA,NA,"los angeles, nigger slough",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:wfvz:bird:3354","pelecaniformes","chordata",NA,"5ace330b-5888-4a46-a5ac-e428535ed4f3","butorides virescens","virescens","california",NA,"0b17cc76-d72d-4b1a-8615-627fc57e3f3f","18 may 1914","north america | usa | california | los angeles | los angeles, nigger slough",NA,NA,"idigbio","wfvz_3354"
"38",NA,"preservedspecimen",NA,"30315","aves","birds",NA,NA,NA,NA,"north america","united states","usa",NA,NA,"2015-02-21T08:48:21.917000+00:00","0.316666666666667",NA,NA,NA,NA,"d974da32a93c9ced60597f63b8de3b3623f4ef78",NA,"ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE","animalia:chordata:aves:pelecaniformes:ardeidae:butorides","1",NA,"ccber",NA,NA,"animalia",NA,NA,NA,NA,NA,"no data",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:ccber:birds:30315","pelecaniformes","chordata",NA,"191206d2-a389-471c-9f9d-c0b8b00c35f8","butorides virescens","virescens","california",NA,"0b3d3c91-d751-495a-b00c-8a194710acd3",NA,"north america; united states; california; ; no data",NA,NA,"idigbio","ccber_30315"
"39",NA,"preserved specimen",NA,"12072.0","aves","birds",NA,NA,"g. d. schnell","green heron","north america","mexico","mex",NA,1972-05-30 00:00:00,"2014-06-25T20:18:35.071000+00:00","0.366666666666667",NA,NA,NA,NA,"ced55b2f5521e6407bec7c74e8f86cd8a3f6e1cb","1972-05-30","ardeidae",NA,NA,NA,NA,NA,NA,"butorides",NA,NA,NA,"FALSE",NA,NA,NA,"omnh",NA,NA,"animalia",NA,NA,NA,NA,NA,"tecuanillo",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:omnh:birds:12072","pelecaniformes","chordata",NA,"3fedbb40-3988-4665-bf86-6b1c89c57215","butorides virescens","virescens","colima",NA,"0b5356c3-d6fe-4dc2-9333-b65def2d1138","30 may 1972",NA,NA,NA,"idigbio","omnh_12072.0"
"40",NA,"preservedspecimen",NA,"6887","aves","bird specimens",NA,NA,"collector(s): frederick c. lincoln",NA,"north america","united states","usa","beaufort county",1917-05-18 00:00:00,"2015-01-07T17:05:23.289000+00:00","0.416666666666667",NA,NA,NA,NA,"8f0d1ab4c2cc3d54484b4efa0aebd0292e673934","1917-05-18","ardeidae",NA,NA,NA,NA,NA,NA,"butorides","32.2477777778","-80.7805555556",NA,"FALSE","animalia; chordata; aves; ciconiiformes; ardeidae;","1",NA,"dmns","urn:lsid:biocol.org:col:35013",NA,"animalia",NA,NA,NA,NA,NA,"buzzard island",NA,NA,NA,NA,NA,NA,NA,"urn:occurrence:arctos:dmns:bird:6887:590606","pelecaniformes","chordata","fcl2603","bcbae485-1286-4452-bbc9-bcb38c6c3573","butorides virescens","virescens","south carolina",NA,"0b58e3d6-f3dd-42f9-a714-d1d44ca1552f","18 may 1917","no verbatim locality recorded",NA,NA,"idigbio","dmns_6887"
